№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
1;;Гасан-Кули;;;;;;;;;;Туркмения;;;;;;;;;;37,1;;54;;;1;;Гасан-Кули;;;;;;;;;;Туркмения;;;;;;;;;;37,1;;54;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
IX;0;0;0;0;0;0,005555556;0,083333333;0,213888889;0,344444444;0,461111111;0,522222222;0,544444444;0,555555556;0,475;0,391666667;0,283333333;0,152777778;0,047222222;0;0;0;0;0;0;4,080555556;;IX;0;0;0;0;0;0;0,025;0,119444444;0,202777778;0,294444444;0,319444444;0,341666667;0,352777778;0,286111111;0,225;0,152777778;0,069444444;0,011111111;0;0;0;0;0;0;2,4
X;0;0;0;0;0;0;0;0,105555556;0,202777778;0,308333333;0,377777778;0,413888889;0,413888889;0,344444444;0,25;0,152777778;0,047222222;0;0;0;0;0;0;0;2,616666667;;X;0;0;0;0;0;0;0,002777778;0,047222222;0,097222222;0,166666667;0,211111111;0,236111111;0,247222222;0,191666667;0,130555556;0,069444444;0,011111111;0;0;0;0;0;0;0;1,411111111
XI;0;0;0;0;0;0;0;0,025;0,083333333;0,141666667;0,177777778;0,202777778;0,202777778;0,166666667;0,105555556;0,047222222;0;0;0;0;0;0;0;0;1,152777778;;XI;0;0;0;0;0;0;0;0,002777778;0,025;0,047222222;0,058333333;0,083333333;0,083333333;0,072222222;0,033333333;0,011111111;0;0;0;0;0;0;0;0;0,416666667
XII;0;0;0;0;0;0;0;0,005555556;0,038888889;0,094444444;0,119444444;0,141666667;0,141666667;0,105555556;0,072222222;0,025;0;0;0;0;0;0;0;0;0,744444444;;XII;0;0;0;0;0;0;0;0;0,008333333;0,036111111;0,036111111;0,047222222;0,047222222;0,033333333;0,025;0,002777778;0;0;0;0;0;0;0;0;0,236111111
S;0;0;0;0;0,052777778;0,352777778;1,077777778;2,108333333;3,330555556;4,525;5,175;5,519444444;5,536111111;4,880555556;3,980555556;2,941666667;1,766666667;0,861111111;0,261111111;0,019444444;0;0;0;0;42,38888889;;S;0;0;0;0;0,005555556;0,108333333;0,486111111;1,094444444;1,830555556;2,569444444;2,869444444;3,088888889;3,127777778;2,627777778;2,058333333;1,444444444;0,802777778;0,344444444;0,072222222;0,005555556;0;0;0;0;22,53611111
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
52;;Гигант;;;;;;;;;;Ростовская обл.;;;;;;;;;;46,5;;41,3;;;52;;Гигант;;;;;;;;;;Ростовская обл.;;;;;;;;;;46,5;;41,3;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0,005555556;0,055555556;0,127777778;0,191666667;0,227777778;0,227777778;0,191666667;0,127777778;0,055555556;0,005555556;0;0;0;0;0;0;0;1,216666667;;I;0;0;0;0;0;0;0;0,002777778;0,013888889;0,036111111;0,055555556;0,072222222;0,072222222;0,055555556;0,036111111;0,013888889;0,002777778;0;0;0;0;0;0;0;0,361111111
II;0;0;0;0;0;0;0;0,041666667;0,113888889;0,205555556;0,277777778;0,319444444;0,319444444;0,277777778;0,205555556;0,113888889;0,041666667;0;0;0;0;0;0;0;1,916666667;;II;0;0;0;0;0;0;0;0,013888889;0,036111111;0,063888889;0,091666667;0,113888889;0,113888889;0,091666667;0,063888889;0,036111111;0,013888889;0;0;0;0;0;0;0;0,638888889
III;0;0;0;0;0;0;0,025;0,105555556;0,219444444;0,327777778;0,397222222;0,438888889;0,438888889;0,391666667;0,319444444;0,213888889;0,105555556;0,025;0;0;0;0;0;0;3,008333333;;III;0;0;0;0;0;0;0,013888889;0,05;0,091666667;0,136111111;0,169444444;0,191666667;0,191666667;0,163888889;0,119444444;0,077777778;0,036111111;0,013888889;0;0;0;0;0;0;1,255555556
IV;0;0;0;0;0;0,019444444;0,1;0,233333333;0,369444444;0,469444444;0,525;0,566666667;0,566666667;0,516666667;0,447222222;0,347222222;0,219444444;0,091666667;0,019444444;0;0;0;0;0;4,491666667;;IV;0;0;0;0;0;0,011111111;0,041666667;0,1;0,163888889;0,233333333;0,269444444;0,297222222;0,297222222;0,263888889;0,213888889;0,155555556;0,091666667;0,041666667;0,011111111;0;0;0;0;0;2,191666667
V;0;0;0;0;0,008333333;0,072222222;0,205555556;0,369444444;0,511111111;0,597222222;0,652777778;0,680555556;0,680555556;0,630555556;0,552777778;0,438888889;0,311111111;0,169444444;0,063888889;0,008333333;0;0;0;0;5,952777778;;V;0;0;0;0;0,005555556;0,027777778;0,091666667;0,177777778;0,269444444;0,341666667;0,383333333;0,397222222;0,397222222;0,361111111;0,305555556;0,233333333;0,15;0,077777778;0,022222222;0,005555556;0;0;0;0;3,247222222
VI;0;0;0;0;0,027777778;0,113888889;0,241666667;0,425;0,561111111;0,644444444;0,688888889;0,716666667;0,716666667;0,666666667;0,597222222;0,483333333;0,355555556;0,219444444;0,1;0,027777778;0;0;0;0;6,586111111;;VI;0;0;0;0;0,019444444;0,055555556;0,119444444;0,233333333;0,327777778;0,391666667;0,419444444;0,433333333;0,433333333;0,397222222;0,347222222;0,269444444;0,191666667;0,105555556;0,041666667;0,019444444;0;0;0;0;3,805555556
VII;0;0;0;0;0,011111111;0,105555556;0,233333333;0,411111111;0,552777778;0,638888889;0,688888889;0,711111111;0,711111111;0,661111111;0,583333333;0,483333333;0,319444444;0,177777778;0,088888889;0,011111111;0;0;0;0;6,388888889;;VII;0;0;0;0;0,005555556;0,05;0,119444444;0,213888889;0,325;0,405555556;0,438888889;0,455555556;0,455555556;0,419444444;0,358333333;0,269444444;0,177777778;0,1;0,033333333;0,005555556;0;0;0;0;3,833333333
VIII;0;0;0;0;0;0,047222222;0,155555556;0,341666667;0,483333333;0,583333333;0,647222222;0,675;0,675;0,625;0,538888889;0,419444444;0,241666667;0,127777778;0,041666667;0;0;0;0;0;5,602777778;;VIII;0;0;0;0;0;0,022222222;0,077777778;0,177777778;0,277777778;0,372222222;0,411111111;0,433333333;0,433333333;0,391666667;0,333333333;0,233333333;0,15;0,072222222;0,016666667;0;0;0;0;0;3,402777778
IX;0;0;0;0;0;0,005555556;0,072222222;0,227777778;0,375;0,475;0,547222222;0,583333333;0,583333333;0,533333333;0,455555556;0,327777778;0,163888889;0,063888889;0,005555556;0;0;0;0;0;4,419444444;;IX;0;0;0;0;0;0,002777778;0,036111111;0,105555556;0,205555556;0,283333333;0,341666667;0,369444444;0,369444444;0,327777778;0,269444444;0,183333333;0,1;0,036111111;0,002777778;0;0;0;0;0;2,633333333
X;0;0;0;0;0;0;0,008333333;0,075;0,191666667;0,297222222;0,369444444;0,397222222;0,397222222;0,358333333;0,280555556;0,183333333;0,072222222;0,008333333;0;0;0;0;0;0;2,638888889;;X;0;0;0;0;0;0;0,002777778;0,036111111;0,088888889;0,15;0,2;0,227777778;0,227777778;0,2;0,15;0,088888889;0,036111111;0,002777778;0;0;0;0;0;0;1,411111111
XI;0;0;0;0;0;0;0;0,011111111;0,063888889;0,127777778;0,191666667;0,227777778;0,227777778;0,191666667;0,127777778;0,063888889;0,011111111;0;0;0;0;0;0;0;1,244444444;;XI;0;0;0;0;0;0;0;0,005555556;0,022222222;0,041666667;0,072222222;0,1;0,1;0,072222222;0,041666667;0,022222222;0,005555556;0;0;0;0;0;0;0;0,483333333
XII;0;0;0;0;0;0;0;0,002777778;0,027777778;0,077777778;0,125;0,163888889;0,163888889;0,125;0,077777778;0,027777778;0,002777778;0;0;0;0;0;0;0;0,794444444;;XII;0;0;0;0;0;0;0;0;0,008333333;0,022222222;0,036111111;0,05;0,05;0,036111111;0,022222222;0,008333333;0;0;0;0;0;0;0;0;0,233333333
S;0;0;0;0;0,047222222;0,363888889;1,041666667;2,25;3,525;4,572222222;5,302777778;5,708333333;5,708333333;5,169444444;4,313888889;3,158333333;1,85;0,883333333;0,319444444;0,047222222;0;0;0;0;44,26111111;;S;0;0;0;0;0,030555556;0,169444444;0,502777778;1,116666667;1,830555556;2,477777778;2,888888889;3,141666667;3,141666667;2,780555556;2,261111111;1,591666667;0,955555556;0,45;0,127777778;0,030555556;0;0;0;0;23,49722222
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
53;;Херсон;;;;;;;;;;Херсонская обл.;;;;;;;;;;46,7;;32,5;;;53;;Херсон;;;;;;;;;;Херсонская обл.;;;;;;;;;;46,7;;32,5;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0,005555556;0,055555556;0,113888889;0,163888889;0,2;0,2;0,155555556;0,105555556;0,05;0,005555556;0;0;0;0;0;0;0;1,055555556;;I;0;0;0;0;0;0;0;0;0,013888889;0,036111111;0,058333333;0,077777778;0,077777778;0,055555556;0,033333333;0,013888889;0;0;0;0;0;0;0;0;0,366666667
II;0;0;0;0;0;0;0;0,05;0,122222222;0,177777778;0,233333333;0,269444444;0,269444444;0,219444444;0,169444444;0,105555556;0,041666667;0;0;0;0;0;0;0;1,658333333;;II;0;0;0;0;0;0;0;0,013888889;0,036111111;0,055555556;0,083333333;0,105555556;0,105555556;0,077777778;0,055555556;0,027777778;0,005555556;0;0;0;0;0;0;0;0,566666667
III;0;0;0;0;0;0;0,038888889;0,127777778;0,219444444;0,305555556;0,377777778;0,419444444;0,419444444;0,361111111;0,283333333;0,213888889;0,127777778;0,038888889;0;0;0;0;0;0;2,933333333;;III;0;0;0;0;0;0;0,016666667;0,05;0,091666667;0,136111111;0,177777778;0,2;0,2;0,161111111;0,119444444;0,086111111;0,05;0,013888889;0;0;0;0;0;0;1,302777778
IV;0;0;0;0;0;0,019444444;0,091666667;0,219444444;0,341666667;0,441666667;0,497222222;0,533333333;0,533333333;0,488888889;0,405555556;0,313888889;0,213888889;0,113888889;0,022222222;0;0;0;0;0;4,236111111;;IV;0;0;0;0;0;0,002777778;0,027777778;0,097222222;0,172222222;0,227777778;0,255555556;0,277777778;0,277777778;0,247222222;0,191666667;0,144444444;0,086111111;0,041666667;0,002777778;0;0;0;0;0;2,052777778
V;0;0;0;0;0,008333333;0,063888889;0,169444444;0,319444444;0,461111111;0,561111111;0,602777778;0,625;0,625;0,588888889;0,519444444;0,419444444;0,297222222;0,169444444;0,063888889;0,008333333;0;0;0;0;5,502777778;;V;0;0;0;0;0;0,013888889;0,069444444;0,169444444;0,269444444;0,327777778;0,338888889;0,347222222;0,347222222;0,325;0,277777778;0,213888889;0,141666667;0,063888889;0,008333333;0;0;0;0;0;2,913888889
VI;0;0;0;0;0,033333333;0,122222222;0,233333333;0,383333333;0,525;0,625;0,680555556;0,702777778;0,702777778;0,661111111;0,566666667;0,455555556;0,341666667;0,213888889;0,105555556;0,025;0;0;0;0;6,377777778;;VI;0;0;0;0;0,011111111;0,05;0,111111111;0,219444444;0,319444444;0,391666667;0,416666667;0,425;0,425;0,397222222;0,325;0,25;0,177777778;0,1;0,033333333;0,005555556;0;0;0;0;3,658333333
VII;0;0;0;0;0,016666667;0,091666667;0,213888889;0,383333333;0,533333333;0,616666667;0,666666667;0,688888889;0,688888889;0,647222222;0,566666667;0,469444444;0,341666667;0,2;0,086111111;0,016666667;0;0;0;0;6,227777778;;VII;0;0;0;0;0;0,027777778;0,1;0,227777778;0,341666667;0,397222222;0,416666667;0,419444444;0,419444444;0,391666667;0,333333333;0,263888889;0,186111111;0,094444444;0,022222222;0;0;0;0;0;3,641666667
VIII;0;0;0;0;0;0,05;0,155555556;0,313888889;0,469444444;0,575;0,633333333;0,666666667;0,666666667;0,611111111;0,519444444;0,411111111;0,269444444;0,136111111;0,036111111;0;0;0;0;0;5,513888889;;VIII;0;0;0;0;0;0,013888889;0,077777778;0,191666667;0,305555556;0,375;0,405555556;0,425;0,425;0,377777778;0,305555556;0,233333333;0,141666667;0,058333333;0,008333333;0;0;0;0;0;3,344444444
IX;0;0;0;0;0;0,002777778;0,063888889;0,169444444;0,313888889;0,447222222;0,519444444;0,547222222;0,547222222;0,497222222;0,411111111;0,305555556;0,191666667;0,077777778;0,005555556;0;0;0;0;0;4,1;;IX;0;0;0;0;0;0;0,022222222;0,083333333;0,186111111;0,283333333;0,327777778;0,333333333;0,333333333;0,297222222;0,233333333;0,169444444;0,1;0,036111111;0,002777778;0;0;0;0;0;2,408333333
X;0;0;0;0;0;0;0,008333333;0,072222222;0,169444444;0,277777778;0,355555556;0,397222222;0,397222222;0,355555556;0,269444444;0,177777778;0,072222222;0,008333333;0;0;0;0;0;0;2,561111111;;X;0;0;0;0;0;0;0,002777778;0,022222222;0,069444444;0,141666667;0,2;0,227777778;0,227777778;0,2;0,141666667;0,086111111;0,022222222;0,002777778;0;0;0;0;0;0;1,344444444
XI;0;0;0;0;0;0;0;0,011111111;0,055555556;0,113888889;0,163888889;0,2;0,2;0,169444444;0,105555556;0,055555556;0,011111111;0;0;0;0;0;0;0;1,086111111;;XI;0;0;0;0;0;0;0;0;0,013888889;0,036111111;0,058333333;0,077777778;0,077777778;0,063888889;0,027777778;0,013888889;0;0;0;0;0;0;0;0;0,369444444
XII;0;0;0;0;0;0;0;0,002777778;0,036111111;0,077777778;0,122222222;0,15;0,15;0,113888889;0,072222222;0,027777778;0,002777778;0;0;0;0;0;0;0;0,755555556;;XII;0;0;0;0;0;0;0;0;0,008333333;0,022222222;0,036111111;0,05;0,05;0,036111111;0,022222222;0,005555556;0;0;0;0;0;0;0;0;0,230555556
S;0;0;0;0;0,058333333;0,35;0,975;2,058333333;3,302777778;4,333333333;5,016666667;5,4;5,4;4,869444444;3,994444444;3,005555556;1,916666667;0,958333333;0,319444444;0,05;0;0;0;0;42,00833333;;S;0;0;0;0;0,011111111;0,108333333;0,427777778;1,075;1,827777778;2,430555556;2,775;2,966666667;2,966666667;2,630555556;2,066666667;1,508333333;0,911111111;0,411111111;0,077777778;0,005555556;0;0;0;0;22,2
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
54;;Аральское Море;;;;;;;;;;Кзыл-Ординская область;;;;;;;;;;46,7;;61,6;;;54;;Аральское Море;;;;;;;;;;Кзыл-Ординская область;;;;;;;;;;46,7;;61,6;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0,005555556;0,086111111;0,186111111;0,277777778;0,330555556;0,330555556;0,275;0,188888889;0,088888889;0,005555556;0;0;0;0;0;0;0;1,775;;I;0;0;0;0;0;0;0;0,002777778;0,027777778;0,077777778;0,127777778;0,155555556;0,155555556;0,127777778;0,080555556;0,033333333;0,002777778;0;0;0;0;0;0;0;0,791666667
II;0;0;0;0;0;0;0;0,063888889;0,2;0,330555556;0,438888889;0,491666667;0,491666667;0,430555556;0,325;0,2;0,072222222;0;0;0;0;0;0;0;3,044444444;;II;0;0;0;0;0;0;0;0,022222222;0,080555556;0,163888889;0,230555556;0,263888889;0,263888889;0,219444444;0,152777778;0,077777778;0,022222222;0;0;0;0;0;0;0;1,497222222
III;0;0;0;0;0;0;0,044444444;0,175;0,305555556;0,441666667;0,555555556;0,6;0,6;0,536111111;0,433333333;0,313888889;0,186111111;0,05;0;0;0;0;0;0;4,241666667;;III;0;0;0;0;0;0;0,008333333;0,061111111;0,138888889;0,227777778;0,3;0,330555556;0,330555556;0,291666667;0,225;0,152777778;0,086111111;0,022222222;0;0;0;0;0;0;2,175
IV;0;0;0;0;0;0,025;0,127777778;0,269444444;0,427777778;0,561111111;0,666666667;0,719444444;0,719444444;0,672222222;0,577777778;0,441666667;0,3;0,161111111;0,033333333;0;0;0;0;0;5,702777778;;IV;0;0;0;0;0;0,011111111;0,055555556;0,138888889;0,244444444;0,344444444;0,427777778;0,455555556;0,455555556;0,422222222;0,355555556;0,261111111;0,152777778;0,066666667;0,011111111;0;0;0;0;0;3,402777778
V;0;0;0;0;0,008333333;0,113888889;0,244444444;0,397222222;0,555555556;0,697222222;0,788888889;0,833333333;0,833333333;0,780555556;0,683333333;0,555555556;0,419444444;0,280555556;0,138888889;0,013888889;0;0;0;0;7,344444444;;V;0;0;0;0;0,005555556;0,066666667;0,15;0,255555556;0,383333333;0,497222222;0,572222222;0,597222222;0,597222222;0,552777778;0,466666667;0,369444444;0,25;0,138888889;0,041666667;0,002777778;0;0;0;0;4,947222222
VI;0;0;0;0;0,038888889;0,155555556;0,280555556;0,433333333;0,591666667;0,725;0,819444444;0,869444444;0,869444444;0,811111111;0,719444444;0,594444444;0,458333333;0,313888889;0,155555556;0,036111111;0;0;0;0;7,872222222;;VI;0;0;0;0;0,025;0,097222222;0,180555556;0,3;0,427777778;0,541666667;0,608333333;0,641666667;0,641666667;0,594444444;0,519444444;0,413888889;0,283333333;0,169444444;0,063888889;0,016666667;0;0;0;0;5,525
VII;0;0;0;0;0,019444444;0,122222222;0,263888889;0,427777778;0,577777778;0,705555556;0,788888889;0,838888889;0,838888889;0,775;0,680555556;0,569444444;0,425;0,272222222;0,116666667;0,019444444;0;0;0;0;7,441666667;;VII;0;0;0;0;0,011111111;0,072222222;0,169444444;0,3;0,427777778;0,527777778;0,586111111;0,619444444;0,619444444;0,569444444;0,486111111;0,391666667;0,283333333;0,166666667;0,055555556;0,008333333;0;0;0;0;5,294444444
VIII;0;0;0;0;0;0,055555556;0,177777778;0,313888889;0,483333333;0,661111111;0,761111111;0,811111111;0,811111111;0,733333333;0,625;0,519444444;0,369444444;0,213888889;0,055555556;0;0;0;0;0;6,591666667;;VIII;0;0;0;0;0;0,027777778;0,111111111;0,241666667;0,369444444;0,490833333;0,572222222;0,619444444;0,619444444;0,555555556;0,469444444;0,366666667;0,252777778;0,136111111;0,027777778;0;0;0;0;0;4,860277778
IX;0;0;0;0;0;0,002777778;0,086111111;0,227777778;0,391666667;0,536111111;0,647222222;0,691666667;0,691666667;0,633333333;0,527777778;0,391666667;0,241666667;0,091666667;0,005555556;0;0;0;0;0;5,166666667;;IX;0;0;0;0;0;0;0,038888889;0,127777778;0,261111111;0,391666667;0,483333333;0,519444444;0,519444444;0,472222222;0,383333333;0,277777778;0,166666667;0,063888889;0,002777778;0;0;0;0;0;3,708333333
X;0;0;0;0;0;0;0,008333333;0,097222222;0,216666667;0,327777778;0,422222222;0,469444444;0,469444444;0,408333333;0,319444444;0,216666667;0,105555556;0,013888889;0;0;0;0;0;0;3,075;;X;0;0;0;0;0;0;0,002777778;0,05;0,125;0,211111111;0,275;0,308333333;0,308333333;0,269444444;0,2;0,127777778;0,055555556;0,005555556;0;0;0;0;0;0;1,938888889
XI;0;0;0;0;0;0;0;0,016666667;0,1;0,188888889;0,266666667;0,308333333;0,308333333;0,261111111;0,180555556;0,091666667;0,016666667;0;0;0;0;0;0;0;1,738888889;;XI;0;0;0;0;0;0;0;0,011111111;0,05;0,1;0,147222222;0,177777778;0,177777778;0,138888889;0,088888889;0,038888889;0,008333333;0;0;0;0;0;0;0;0,938888889
XII;0;0;0;0;0;0;0;0;0,052777778;0,130555556;0,2;0,241666667;0,241666667;0,194444444;0,130555556;0,05;0,002777778;0;0;0;0;0;0;0;1,244444444;;XII;0;0;0;0;0;0;0;0;0,016666667;0,052777778;0,091666667;0,116666667;0,116666667;0,088888889;0,052777778;0,016666667;0;0;0;0;0;0;0;0;0,552777778
S;0;0;0;0;0,066666667;0,475;1,233333333;2,427777778;3,988888889;5,491666667;6,633333333;7,205555556;7,205555556;6,511111111;5,391666667;4,033333333;2,602777778;1,397222222;0,505555556;0,069444444;0;0;0;0;55,23888889;;S;0;0;0;0;0,041666667;0,275;0,716666667;1,511111111;2,552777778;3,626944444;4,422222222;4,805555556;4,805555556;4,302777778;3,480555556;2,527777778;1,563888889;0,769444444;0,202777778;0,027777778;0;0;0;0;35,6325
№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;;;№;;Станция;;;;;;;;;;Регион;;;;;;;;;;j;;y;
55;;Южно-Сахалинск;;;;;;;;;;Сахалин;;;;;;;;;;46,9;;143,1;;;55;;Южно-Сахалинск;;;;;;;;;;Сахалин;;;;;;;;;;46,9;;143,1;
Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S;;Мес.;Часовой интервал (истинное солнечное время);;;;;;;;;;;;;;;;;;;;;;;;S
;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;;;;0-1;1-2;2-3;3-4;4-5;5-6;6-7;7-8;8-9;9-10;10-11;11-12;12-13;13-14;14-15;15-16;16-17;17-18;18-19;19-20;20-21;21-22;22-23;23-24;
I;0;0;0;0;0;0;0;0,011111111;0,072222222;0,166666667;0,261111111;0,308333333;0,308333333;0,261111111;0,177777778;0,072222222;0,011111111;0;0;0;0;0;0;0;1,65;;I;0;0;0;0;0;0;0;0;0,025;0,061111111;0,119444444;0,155555556;0,155555556;0,119444444;0,072222222;0,025;0;0;0;0;0;0;0;0;0,733333333
II;0;0;0;0;0;0;0;0,047222222;0,152777778;0,283333333;0,391666667;0,45;0,45;0,402777778;0,297222222;0,177777778;0,058333333;0;0;0;0;0;0;0;2,711111111;;II;0;0;0;0;0;0;0;0,011111111;0,047222222;0,130555556;0,191666667;0,225;0,225;0,202777778;0,144444444;0,083333333;0,022222222;0;0;0;0;0;0;0;1,283333333
III;0;0;0;0;0;0;0,036111111;0,130555556;0,272222222;0,413888889;0,519444444;0,580555556;0,580555556;0,533333333;0,425;0,297222222;0,152777778;0,036111111;0;0;0;0;0;0;3,977777778;;III;0;0;0;0;0;0;0,011111111;0,036111111;0,105555556;0,2;0,258333333;0,283333333;0,283333333;0,261111111;0,2;0,130555556;0,058333333;0,011111111;0;0;0;0;0;0;1,838888889
IV;0;0;0;0;0;0,016666667;0,094444444;0,213888889;0,344444444;0,461111111;0,555555556;0,602777778;0,602777778;0,555555556;0,472222222;0,366666667;0,225;0,105555556;0,025;0;0;0;0;0;4,641666667;;IV;0;0;0;0;0;0,002777778;0,036111111;0,083333333;0,155555556;0,225;0,283333333;0,319444444;0,305555556;0,283333333;0,236111111;0,188888889;0,105555556;0,047222222;0,013888889;0;0;0;0;0;2,286111111
V;0;0;0;0;0;0,047222222;0,130555556;0,247222222;0,366666667;0,472222222;0,555555556;0,602777778;0,602777778;0,555555556;0,497222222;0,391666667;0,283333333;0,166666667;0,058333333;0,011111111;0;0;0;0;4,988888889;;V;0;0;0;0;0;0,011111111;0,047222222;0,105555556;0,177777778;0,236111111;0,294444444;0,319444444;0,319444444;0,294444444;0,272222222;0,202777778;0,141666667;0,072222222;0,011111111;0;0;0;0;0;2,505555556
VI;0;0;0;0;0,011111111;0,058333333;0,141666667;0,247222222;0,366666667;0,472222222;0,566666667;0,616666667;0,616666667;0,580555556;0,519444444;0,425;0,308333333;0,188888889;0,083333333;0,016666667;0;0;0;0;5,219444444;;VI;0;0;0;0;0;0,011111111;0,047222222;0,094444444;0,152777778;0,225;0,305555556;0,344444444;0,355555556;0,333333333;0,294444444;0,236111111;0,166666667;0,083333333;0,036111111;0,002777778;0;0;0;0;2,688888889
VII;0;0;0;0;0,011111111;0,047222222;0,119444444;0,225;0,330555556;0,425;0,508333333;0,555555556;0,555555556;0,519444444;0,45;0,366666667;0,261111111;0,166666667;0,072222222;0,011111111;0;0;0;0;4,625;;VII;0;0;0;0;0;0,011111111;0,036111111;0,072222222;0,130555556;0,177777778;0,236111111;0,272222222;0,272222222;0,258333333;0,225;0,177777778;0,119444444;0,072222222;0,025;0,002777778;0;0;0;0;2,088888889
VIII;0;0;0;0;0;0,027777778;0,094444444;0,2;0,308333333;0,402777778;0,472222222;0,508333333;0,519444444;0,472222222;0,413888889;0,319444444;0,213888889;0,119444444;0,036111111;0;0;0;0;0;4,108333333;;VIII;0;0;0;0;0;0,002777778;0,022222222;0,080555556;0,130555556;0,188888889;0,236111111;0,247222222;0,258333333;0,236111111;0,2;0,152777778;0,094444444;0,047222222;0,011111111;0;0;0;0;0;1,908333333
IX;0;0;0;0;0;0;0,058333333;0,152777778;0,272222222;0,377777778;0,461111111;0,497222222;0,497222222;0,461111111;0,391666667;0,283333333;0,166666667;0,058333333;0;0;0;0;0;0;3,677777778;;IX;0;0;0;0;0;0;0,022222222;0,069444444;0,141666667;0,211111111;0,261111111;0,283333333;0,283333333;0,272222222;0,225;0,163888889;0,083333333;0,022222222;0;0;0;0;0;0;2,038888889
